REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_1,Annabelle,NaOH,62,0.00,0.00,0.00,4.03,0.00,0.00,0.00,10.07,0.00,28.19,0.00,39.60,3.36,8.72,17.45,0.00,20.13,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_1,Duke of York,NaOH,63,0.00,0.00,0.00,4.70,0.00,0.00,0.00,15.44,0.00,10.74,0.00,37.58,8.05,28.86,33.56,4.03,35.57,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_1,Homoguard,NaOH,64,0.00,0.00,0.00,4.70,0.00,0.00,0.00,17.45,0.00,10.74,0.00,45.64,14.77,47.65,22.15,0.00,28.19,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_1,Internatinal K.,NaOH,65,0.00,0.00,0.00,6.71,0.00,0.00,0.00,15.44,0.00,13.42,0.00,35.57,4.03,16.78,40.94,6.04,42.95,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_2,Almera,NaOH,66,0.00,0.00,0.00,12.08,0.00,0.00,6.04,12.75,0.00,12.08,0.00,53.69,0.00,25.50,28.86,3.36,31.54,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_2,Annabelle,NaOH,67,0.00,0.00,0.00,12.75,0.00,0.00,6.04,20.81,0.00,11.41,0.00,44.30,0.00,24.16,34.23,3.36,30.20,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_2,Duke of York,NaOH,68,0.00,0.00,0.00,3.36,0.00,0.00,0.00,15.44,0.00,10.74,0.00,46.98,8.72,43.62,35.57,4.70,36.24,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_2,Homoguard,NaOH,69,0.00,0.00,0.00,7.38,0.00,0.00,3.36,22.15,0.00,18.12,0.00,56.38,13.42,53.69,34.90,0.00,36.91,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_2,Internatinal K.,NaOH,70,0.00,0.00,0.00,10.07,0.00,0.00,0.00,24.83,0.00,17.45,0.00,53.69,0.00,12.08,36.91,0.00,42.28,0.00
REPLICATE_2,SUSCEPTIBLE,CONVENTIONAL,BLOCK_1,Almera,NaOH,71,0.00,0.00,0.00,4.03,0.00,0.00,0.00,10.07,0.00,17.45,0.00,61.07,0.00,14.09,11.41,0.00,22.15,0.00
